frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
53,1.0,[244.40046255308857 148.19720129169767 487.3454074278925 361.0289768206676],[333.15625 299.4826965332031 419.2314147949219 332.2759704589844],0.6315183043479919,JM30CC1330,0.3279818486509713
